,budget,genres,id,keywords,overview,production_companies,runtime,tagline,title,vote_average,vote_count
136,170000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",100402,"[{""id"": 521, ""name"": ""washington d.c.""}, {""id"": 2964, ""name"": ""future""}, {""id"": 5539, ""name"": ""shield""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 173775, ""name"": ""captain america""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 209817, ""name"": ""political thriller""}]","After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemyâthe Winter Soldier.","[{""name"": ""Marvel Studios"", ""id"": 420}]",136.0,In heroes we trust.,Captain America: The Winter Soldier,7.6,5764
137,140000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",5174,"[{""id"": 1704, ""name"": ""ambassador""}]","After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.","[{""name"": ""New Line Cinema"", ""id"": 12}]",91.0,The Rush Is On!,Rush Hour 3,6.1,783
138,125000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",98566,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 4580, ""name"": ""van""}, {""id"": 6362, ""name"": ""turtle""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10278, ""name"": ""ninja""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 41412, ""name"": ""sewer""}, {""id"": 161184, ""name"": ""reboot""}, {""id"": 198781, ""name"": ""science experiment""}, {""id"": 209714, ""name"": ""3d""}]",The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Platinum Dunes"", ""id"": 2481}]",101.0,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,Teenage Mutant Ninja Turtles,5.8,2636
139,63000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",1370,"[{""id"": 271, ""name"": ""competition""}, {""id"": 1375, ""name"": ""submachine gun""}, {""id"": 2111, ""name"": ""soviet union""}, {""id"": 2434, ""name"": ""liberation""}, {""id"": 2808, ""name"": ""russian""}, {""id"": 3055, ""name"": ""soviet troops""}, {""id"": 3434, ""name"": ""thailand""}, {""id"": 3538, ""name"": ""freedom fighter""}, {""id"": 3541, ""name"": ""afghanistan""}, {""id"": 4269, ""name"": ""war on freedom""}, {""id"": 4276, ""name"": ""machinegun""}, {""id"": 5389, ""name"": ""mujahid""}, {""id"": 10328, ""name"": ""reality show""}, {""id"": 10511, ""name"": ""western""}, {""id"": 161048, ""name"": ""japanese food""}, {""id"": 168622, ""name"": ""soap opera""}]","Combat has taken its toll on Rambo, but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan, Rambo declines but must reconsider when Trautman is captured.","[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Carolco Pictures"", ""id"": 14723}]",102.0,The first was for himself. The second for his country. This time it's to save his friend.,Rambo III,5.7,690
140,44000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",1369,"[{""id"": 279, ""name"": ""usa""}, {""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 1375, ""name"": ""submachine gun""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 2019, ""name"": ""liberation of prisoners""}, {""id"": 2434, ""name"": ""liberation""}, {""id"": 2956, ""name"": ""vietnam""}, {""id"": 2957, ""name"": ""vietnam war""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 4276, ""name"": ""machinegun""}, {""id"": 4595, ""name"": ""u.s. army""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 6025, ""name"": ""photography""}, {""id"": 6086, ""name"": ""government""}, {""id"": 6091, ""name"": ""war""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 33705, ""name"": ""agent""}, {""id"": 197602, ""name"": ""denunciation""}]",John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Carolco Pictures"", ""id"": 14723}]",96.0,"What most people call hell, he calls home.",Rambo: First Blood Part II,6.3,864
141,66000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",49021,"[{""id"": 10084, ""name"": ""rescue""}]","Based on a shocking true story, Killer Elite pits two of the worldâs most elite operativesâDanny, an ex-special ops agent and Hunter, his longtime mentorâagainst the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouseâwhere the predators become the prey.","[{""name"": ""Current Entertainment"", ""id"": 972}, {""name"": ""Omnilab Media"", ""id"": 2729}, {""name"": ""Ambience Entertainment"", ""id"": 3427}, {""name"": ""International Traders"", ""id"": 6408}, {""name"": ""Open Road Films"", ""id"": 10427}, {""name"": ""Sighvatsson Films"", ""id"": 11369}, {""name"": ""Palomar Pictures (II)"", ""id"": 11371}, {""name"": ""Film Victoria"", ""id"": 11840}, {""name"": ""Wales Creative IP Fund"", ""id"": 11841}]",116.0,May the best man live.,Killer Elite,6.1,695
142,175000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",150540,"[{""id"": 1566, ""name"": ""dream""}, {""id"": 6513, ""name"": ""cartoon""}, {""id"": 7942, ""name"": ""imaginary friend""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 18035, ""name"": ""family""}, {""id"": 18253, ""name"": ""moving""}, {""id"": 161155, ""name"": ""kids""}, {""id"": 163227, ""name"": ""unicorn""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 211269, ""name"": ""emotions""}]","Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.","[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",94.0,Meet the little voices inside your head.,Inside Out,8.0,6560
143,150000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",117251,"[{""id"": 840, ""name"": ""usa president""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 192099, ""name"": ""the white house""}]","Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.","[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Iron Horse Entertainment (II)"", ""id"": 34981}, {""name"": ""Mythology Entertainment (II)"", ""id"": 34982}]",131.0,It will start like any other day.,White House Down,6.4,1891
144,61000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",7485,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 2944, ""name"": ""senator""}, {""id"": 5514, ""name"": ""conspiracy of murder""}, {""id"": 5885, ""name"": ""childlessness""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 12355, ""name"": ""sniper rifle""}, {""id"": 18525, ""name"": ""fbi agent""}]","A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Grosvenor Park Impact Productions"", ""id"": 57421}]",124.0,Yesterday was about honor. Today is about justice.,Shooter,6.9,1462
145,45000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",7350,"[{""id"": 409, ""name"": ""africa""}, {""id"": 486, ""name"": ""himalaya""}, {""id"": 879, ""name"": ""brain tumor""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 2875, ""name"": ""sense of life""}, {""id"": 3230, ""name"": ""male friendship""}, {""id"": 3513, ""name"": ""safari""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4896, ""name"": ""wish""}, {""id"": 5973, ""name"": ""journey round the world""}, {""id"": 6564, ""name"": ""terminal illness""}, {""id"": 12547, ""name"": ""billionaire""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 161194, ""name"": ""estranged father""}, {""id"": 172971, ""name"": ""elderly""}, {""id"": 215787, ""name"": ""bucket list""}, {""id"": 226580, ""name"": ""taj mahal""}]","Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.","[{""name"": ""Two Ton Films"", ""id"": 17049}, {""name"": ""Zadan / Meron Productions"", ""id"": 70994}, {""name"": ""Reiner / Greisman Productions"", ""id"": 86256}]",97.0,Find the joy.,The Bucket List,7.0,1111
146,56000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 53, ""name"": ""Thriller""}]",10022,"[{""id"": 8696, ""name"": ""bodybuilder""}, {""id"": 10103, ""name"": ""children""}, {""id"": 10372, ""name"": ""body guard""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 18035, ""name"": ""family""}, {""id"": 33564, ""name"": ""u.s. soldier""}, {""id"": 175421, ""name"": ""death of husband""}, {""id"": 228666, ""name"": ""male nanny""}]",Disgraced Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Spyglass Entertainment"", ""id"": 158}]",95.0,Welcome to the infantry.,The Pacifier,5.8,842
147,30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",72387,"[{""id"": 180366, ""name"": ""broken trachea""}]","After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.","[{""name"": ""Lawrence Bender Productions"", ""id"": 2253}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Automatik Entertainment"", ""id"": 7625}, {""name"": ""Trigger Street Productions"", ""id"": 11801}, {""name"": ""87Eleven"", ""id"": 23008}]",94.0,She has the code. He is the key.,Safe,6.3,799
148,30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",76640,"[{""id"": 798, ""name"": ""sheriff""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 2286, ""name"": ""border""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 155499, ""name"": ""convoy""}, {""id"": 156650, ""name"": ""machine gun""}, {""id"": 168713, ""name"": ""neo-western""}]","Ray Owens is sheriff of the quiet US border town of Sommerton Junction after leaving the LAPD following a bungled operation. Following his escape from the FBI, a notorious drug baron, his gang, and a hostage are heading toward Sommerton Junction where the police are preparing to make a last stand to intercept them before they cross the border. Owens is reluctant to become involved but ultimately joins in with the law enforcement efforts","[{""name"": ""Di Bonaventura Pictures"", ""id"": 435}]",107.0,Not in his town. Not on his watch.,The Last Stand,5.7,1266
